USRID	RST
57648	0
57670	1
57679	1
57684	0
57686	0
57690	0
57693	1
57699	0
57704	0
57712	1
57726	0
57729	0
57732	0
57733	1
57736	0
57744	0
57750	1
57751	1
57753	1
57761	0
57767	0
57783	1
57785	0
57797	0
57811	0
57820	1
57833	0
57834	0
57835	0
57850	0
57853	1
57854	0
57856	0
57861	0
57906	1
57910	0
57957	0
57962	1
57970	0
57992	0
57998	0
58006	0
58016	1
58030	0
58039	0
58040	1
58046	0
58056	0
58060	0
58072	1
58083	0
58094	1
58111	0
58112	1
58121	0
58125	1
58139	0
58148	1
58155	1
58156	1
58193	0
58203	1
58218	0
58236	0
58239	0
58253	0
58257	0
58266	0
58276	0
58295	0
58307	0
58309	0
58315	0
58339	0
58342	0
58345	0
58351	0
58353	1
58360	0
58382	1
58390	0
58398	0
58413	0
58422	0
58431	0
58433	0
58451	0
58468	1
58469	0
58488	0
58492	1
58497	0
58511	0
58514	0
58516	0
58521	0
58522	1
58539	0
58549	0
58574	0
58590	1
58600	0
58603	1
58614	0
58628	0
58634	0
58635	0
58654	0
58661	0
58664	0
58672	1
58679	0
58687	1
58690	0
58694	0
58708	0
58719	1
58723	0
58733	1
58734	0
58758	1
58778	0
58780	0
58782	0
58790	1
58797	0
58798	0
58806	0
58807	0
58823	0
58825	0
58834	0
58855	1
58857	1
58867	0
58872	0
58884	0
58925	1
58926	0
58941	0
58947	0
58953	1
58954	0
58959	0
58961	0
58962	1
58975	0
58995	0
59005	0
59012	0
59019	0
59041	0
59095	1
59099	0
59118	0
59127	0
59128	0
59132	0
59143	1
59144	1
59148	1
59155	0
59156	1
59157	0
59175	0
59184	1
59214	0
59223	1
59232	0
59240	0
59241	0
59261	1
59262	1
59264	0
59271	0
59284	0
59301	1
59310	1
59322	0
59324	0
59372	0
59377	0
59398	0
59411	0
59419	0
59430	0
59448	0
59449	0
59452	0
59457	0
59464	0
59473	1
59474	0
59478	1
59480	0
59489	0
59492	0
59499	0
59504	0
59523	0
59530	0
59532	0
59533	0
59554	0
59564	1
59572	1
59576	0
59584	0
59594	0
59604	1
59620	0
59621	0
59623	0
59625	0
59643	0
59654	0
59661	1
59663	0
59672	0
59698	1
59720	0
59783	0
59795	0
59815	0
59821	1
59829	0
59837	0
59842	1
59863	0
59868	0
59882	0
59890	0
59895	1
59897	0
59909	0
59914	0
59918	0
59964	0
59972	0
59976	0
59984	0
60000	0
60005	0
60018	0
60023	0
60028	0
60038	0
60041	0
60045	0
60050	0
60062	0
60067	1
60068	1
60082	0
60095	0
60116	0
60169	0
60203	0
60209	0
60225	0
60229	0
60246	0
60268	1
60281	0
60282	0
60287	0
60288	0
60303	0
60324	1
60330	0
60336	0
60362	0
60371	0
60379	0
60385	1
60395	0
60400	0
60401	0
60439	1
60442	0
60460	0
60468	0
60489	0
60491	0
60492	0
60499	0
60528	0
60531	0
60541	0
60551	0
60567	0
60590	0
60593	0
60604	0
60609	0
60621	0
60622	0
60627	0
60637	0
60640	0
60651	0
60652	0
60663	0
60664	0
60753	1
60757	0
60759	0
60764	0
60765	0
60786	0
60795	0
60808	0
60820	0
60828	1
60834	0
60887	1
60909	1
60922	0
60936	1
60941	0
60943	1
60974	1
60995	1
61006	1
61010	0
61011	0
61013	0
61027	1
61036	0
61046	0
61056	0
61061	1
61074	0
61084	0
61086	0
61091	1
61103	1
61106	0
61118	0
61127	0
61142	0
61162	0
61168	0
61178	0
61184	1
61188	0
61199	0
61214	1
61221	0
61234	1
61237	0
61251	0
61253	0
61267	0
61268	0
61271	0
61277	0
61280	0
61282	0
61305	0
61308	0
61324	1
61336	0
61338	0
61343	0
61344	0
61364	1
61365	0
61367	0
61373	0
61410	0
61423	1
61429	0
61430	0
61440	1
61444	1
61454	0
61486	1
61492	0
61506	1
61509	0
61524	1
61539	0
61558	0
61562	0
61565	0
61568	0
61574	1
61579	0
61584	0
61591	0
61603	0
61626	0
61652	0
61654	1
61660	0
61665	0
61671	0
61677	0
61682	0
61683	0
61686	0
61704	0
61705	1
61707	1
61720	0
61736	0
61737	0
61739	0
61740	0
61746	1
61753	0
61756	0
61761	0
61762	0
61775	0
61786	0
61801	0
61842	0
61862	0
61865	0
61868	1
61872	0
61873	0
61881	0
61889	0
61895	0
61915	1
61916	0
61919	1
61921	1
61923	0
61924	0
61941	1
61954	1
61965	0
61971	0
61980	0
61986	0
61987	0
62001	0
62018	0
62025	0
62027	0
62043	1
62044	1
62048	0
62055	0
62060	0
62077	0
62080	1
62087	0
62089	0
62098	0
62104	0
62113	0
62119	0
62125	0
62151	0
62153	0
62158	1
62177	0
62182	0
62183	0
62190	0
62192	0
62193	0
62214	0
62247	0
62248	0
62250	0
62253	0
62260	0
62276	0
62277	0
62287	0
62290	1
62297	1
62325	1
62337	0
62352	0
62354	0
62367	0
62369	0
62370	1
62379	0
62385	0
62392	0
62412	0
62416	0
62433	1
62435	0
62444	0
62445	0
62447	0
62456	0
62465	0
62493	1
62500	1
62517	0
62529	0
62538	0
62549	0
62558	0
62570	0
62571	0
62572	0
62586	0
62591	0
62601	0
62612	0
62622	1
62623	0
62624	0
62625	1
62636	0
62652	1
62659	0
62671	0
62672	1
62675	1
62678	1
62716	0
62720	1
62721	0
62731	1
62733	1
62743	1
62747	0
62750	0
62762	0
62773	0
62775	0
62796	0
62801	0
62804	0
62805	0
62828	1
62861	0
62863	0
62865	0
62896	1
62900	0
62928	0
62950	0
62971	0
62974	0
62978	0
62998	0
63015	0
63029	0
63056	0
63084	1
63090	0
63092	0
63127	0
63146	0
63180	0
63181	0
63213	0
63231	0
63234	0
63236	0
63237	0
63240	1
63255	0
63263	1
63270	0
63285	0
63296	1
63299	0
63304	0
63346	0
63348	0
63364	0
63374	1
63381	0
63383	0
63384	1
63388	0
63394	0
63396	1
63401	1
63419	0
63426	0
63435	0
63437	1
63444	0
63447	1
63451	0
63487	0
63489	0
63492	1
63494	0
63499	0
63507	0
63515	1
63518	0
63521	0
63523	0
63534	0
63541	0
63549	0
63555	0
63556	0
63557	1
63566	0
63568	0
63574	0
63596	0
63660	0
63671	0
63676	0
63684	0
63689	1
63710	0
63716	0
63722	0
63727	0
63747	1
63767	0
63770	1
63772	0
63782	1
63785	0
63793	0
63795	0
63864	0
63888	0
63896	0
63899	0
63922	0
63938	0
63946	0
63953	1
63962	0
63970	1
63981	0
63984	0
64002	0
64007	0
64016	0
64029	0
64032	0
64035	0
64037	0
64070	0
64077	0
64080	0
64126	0
64144	0
64145	0
64146	0
64165	0
64168	0
64169	1
64170	0
64177	1
64180	0
64186	0
64201	1
64212	0
64224	0
64233	0
64234	0
64251	0
64266	0
64272	0
64311	0
64313	0
64325	1
64328	1
64335	0
64341	0
64352	0
64355	0
64363	0
64364	0
64402	0
64410	0
64413	0
64415	0
64416	0
64426	0
64429	0
64430	0
64436	0
64445	0
64452	0
64455	1
64462	0
64470	0
64471	0
64480	0
64487	0
64488	0
64493	0
64501	0
64505	0
64508	0
64509	0
64514	0
64522	0
64538	0
64568	0
64571	0
64598	0
64604	0
64605	0
64612	1
64613	0
64624	0
64626	0
64627	0
64630	0
64645	0
64661	0
64674	0
64691	0
64696	0
64734	0
64739	0
64747	0
64769	0
64796	0
64815	0
64817	0
64821	0
64835	0
64844	0
64850	0
64865	1
64876	0
64879	0
64880	0
64883	0
64884	0
64885	0
64892	0
64894	1
64896	1
64899	0
64901	0
64930	1
64935	0
64945	1
64967	0
64981	0
65019	0
65028	0
65037	0
65041	0
65045	0
65058	0
65067	0
65073	0
65084	0
65095	0
65107	0
65114	0
65123	0
65126	0
65147	0
65161	0
65171	0
65191	0
65192	0
65193	0
65211	0
65230	0
65233	0
65237	0
65238	0
65248	0
65250	0
65252	0
65264	0
65275	0
65277	0
65279	1
65291	0
65317	0
65329	0
65340	0
65345	1
65346	0
65348	1
65356	0
65376	0
65391	0
65393	0
65403	1
65424	0
65436	0
65438	0
65444	1
65449	0
65463	0
65467	0
65473	0
65480	0
65483	0
65485	1
65517	0
65518	0
65545	0
65579	0
65589	0
65601	1
65606	0
65619	0
65627	0
65634	0
65636	1
65637	0
65644	0
65657	0
65662	0
65666	0
65673	1
65682	0
65697	0
65707	0
65727	0
65747	0
65763	1
65772	0
65776	0
65779	0
65790	0
65796	0
65801	0
65803	1
65816	0
65817	0
65824	0
65831	0
65838	0
65851	0
65855	0
65858	0
65860	1
65864	0
65873	1
65888	0
65898	0
65904	0
65909	0
65914	0
65917	0
65925	1
65931	0
65934	0
65981	0
65988	0
65990	1
65994	0
66027	0
66087	0
66093	0
66111	0
66131	0
66135	0
66159	0
66170	0
66172	0
66182	0
66183	0
66184	0
66199	1
66216	1
66236	0
66238	1
66265	0
66276	0
66283	0
66285	0
66299	0
66305	1
66315	0
66316	0
66320	0
66327	1
66331	0
66350	0
66359	1
66363	0
66395	0
66404	0
66414	0
66417	1
66420	0
66438	0
66444	0
66449	0
66455	0
66473	0
66477	0
66481	0
66487	0
66496	1
66501	0
66503	1
66545	0
66547	0
66553	0
66557	0
66560	0
66576	0
66589	1
66604	0
66618	0
66659	0
66665	0
66686	1
66687	0
66689	0
66695	0
66701	0
66719	0
66763	0
66781	0
66785	0
66788	0
66799	0
66801	0
66803	0
66819	0
66840	0
66849	0
66851	0
66871	0
66891	1
66900	0
66914	0
66916	0
66963	1
66968	0
66977	0
66991	0
66994	0
66998	0
67008	0
67042	0
67047	0
67054	1
67075	0
67076	0
67077	0
67080	0
67092	0
67100	0
67107	1
67113	1
67114	0
67121	0
67130	0
67132	0
67134	0
67157	0
67176	0
67183	0
67185	1
67196	0
67201	1
67219	0
67227	0
67268	0
67269	0
67270	0
67280	0
67288	0
67291	1
67300	0
67304	0
67328	0
67329	0
67342	0
67375	0
67382	0
67397	0
67404	0
67437	0
67450	0
67451	0
67461	0
67477	0
67488	0
67490	0
67496	1
67516	0
67521	0
67553	0
67559	0
67564	0
67565	1
67569	1
67595	0
67600	0
67603	0
67629	0
67633	1
67685	0
67704	0
67711	1
67723	0
67728	0
67743	0
67744	1
67759	1
67768	0
67775	0
67777	1
67788	1
67789	1
67790	0
67809	0
67812	0
67814	0
67815	0
67816	0
67835	1
67861	0
67862	0
67873	1
67883	0
67893	0
67896	0
67902	0
67909	0
67965	0
67997	1
68010	0
68012	0
68021	0
68022	0
68024	0
68027	0
68039	0
68040	1
68041	0
68058	0
68064	0
68076	0
68085	0
68119	0
68131	0
68132	0
68140	0
68150	0
68174	0
68176	0
68184	1
68187	0
68189	0
68204	0
68231	0
68238	0
68250	0
68252	0
68268	0
68289	0
68309	0
68313	0
68336	0
68339	0
68356	0
68358	0
68397	1
68403	0
68407	0
68408	0
68422	0
68438	0
68447	0
68455	0
68467	0
68478	0
68485	0
68493	1
68503	0
68507	0
68518	0
68533	0
68546	0
68548	1
68549	0
68559	0
68573	0
68575	1
68618	0
68621	0
68622	0
68629	0
68632	1
68634	0
68644	1
68663	0
68667	0
68675	0
68677	1
68681	1
68689	0
68700	1
68702	1
68713	1
68719	0
68730	0
68733	0
68782	0
68785	0
68799	0
68802	1
68803	0
68818	0
68819	1
68821	0
68837	0
68838	0
68842	0
68843	0
68845	0
68859	0
68881	0
68882	0
68886	0
68894	0
68931	0
68942	0
68957	0
68958	0
68968	0
68973	0
68988	0
68993	0
68999	0
69004	0
69020	1
69031	0
69032	1
69036	1
69049	0
69050	0
69063	0
69069	0
69076	1
69078	0
69109	1
69110	0
69127	0
69130	1
69139	0
69167	0
69178	0
69190	0
69201	0
69202	1
69208	0
69213	0
69226	0
69255	1
69259	0
69265	0
69275	0
69278	0
69283	0
69287	1
69294	0
69295	0
69299	0
69300	0
69305	0
69316	0
69324	1
69386	0
69389	0
69390	0
69404	0
69406	1
69410	0
69424	0
69435	0
69440	0
69448	0
69454	0
69456	0
69458	0
69482	1
69502	0
69525	0
69529	0
69530	0
69531	0
69545	0
69559	0
69585	0
69595	0
69600	0
69619	0
69627	0
69633	0
69641	0
69643	0
69645	0
69652	0
69665	0
69666	0
69703	0
69723	0
69761	0
69762	0
69769	0
69770	0
69774	0
69783	1
69794	1
69805	1
69820	0
69821	0
69877	0
69878	0
69879	0
69888	0
69897	0
69900	0
69904	0
69914	0
69920	0
69928	1
69937	1
69944	0
69950	0
69959	0
69975	0
69978	0
70048	1
70056	0
70073	0
70074	0
70083	0
70086	0
70101	1
70113	0
70119	0
70141	0
70159	1
70165	1
70170	1
70171	0
70178	0
70182	0
70224	0
70250	0
70252	0
70255	1
70272	0
70281	0
70298	0
70299	0
70306	0
70333	0
70344	0
70355	0
70372	0
70373	0
70397	1
70400	0
70409	0
70411	0
70426	0
70429	0
70433	0
70443	0
70451	1
70468	0
70490	0
70503	0
70512	0
70513	0
70538	0
70541	0
70544	0
70554	1
70581	0
70597	0
70606	0
70613	0
70624	0
70637	0
70641	0
70656	0
70658	0
70667	0
70672	0
70699	0
70700	1
70710	0
70724	0
70768	0
70770	1
70771	0
70779	1
70789	0
70798	0
70803	0
70815	0
70821	1
70829	0
70837	0
70842	0
70844	0
70858	0
70867	0
70868	1
70883	0
70888	0
70890	0
70891	1
70895	0
70918	1
70925	0
70927	1
70928	0
70933	0
70941	0
70960	1
70966	0
70971	0
70973	0
70979	0
70984	1
70990	0
71001	0
71011	0
71018	0
71025	0
71083	0
71086	0
71092	0
71101	1
71126	0
71131	0
71144	0
71147	0
71149	0
71150	0
71155	0
71159	0
71172	1
71193	0
71200	1
71206	0
71217	0
71223	0
71226	0
71230	0
71245	0
71247	0
71252	1
71266	0
71267	0
71270	0
71293	0
71312	1
71320	0
71322	1
71328	0
71341	1
71344	0
71354	0
71367	0
71384	0
71389	0
71398	0
71411	0
71422	0
71423	0
71429	0
71438	0
71445	0
71449	0
71492	0
71508	0
71525	0
71556	0
71558	1
71597	1
71631	0
71637	0
71649	0
71650	0
71660	0
71672	0
71674	0
71675	0
71698	1
71704	0
71706	0
71708	0
71719	0
71730	1
71731	0
71766	0
71783	1
71794	0
71795	1
71803	0
71809	0
71812	0
71814	0
71816	0
71828	1
71842	0
71844	0
71871	1
71888	0
71924	0
71929	0
71933	1
71935	0
71936	1
71955	0
71961	0
71970	0
71971	0
71974	0
71978	0
72001	0
72011	0
72023	0
72028	0
72037	0
72048	0
72065	0
72079	1
72080	1
72083	0
72084	0
72086	0
72108	0
72117	0
72123	1
72136	0
72142	1
72150	0
72153	0
72156	0
72159	0
72181	0
72190	0
72211	0
72223	0
72232	0
72239	0
72243	1
72247	0
72266	0
72286	0
72297	0
72307	0
72317	0
72318	0
72319	0
72323	0
72336	0
72340	0
72351	0
72360	0
72363	0
72370	0
72376	1
72378	0
72388	0
72394	0
72396	1
72398	0
72401	0
72424	1
72433	1
72446	0
72483	0
72497	1
72506	0
72514	0
72519	1
72544	0
72545	0
72567	0
72601	0
72610	0
72630	0
72634	0
72640	1
72642	0
72644	0
72654	0
72656	0
72668	0
72670	1
72688	0
72696	1
72697	0
72698	0
72708	0
72722	0
72727	0
72741	0
72745	0
72754	0
72762	0
72773	0
72810	1
72811	0
72817	1
72836	0
72848	0
72869	0
72878	0
72892	0
72933	0
72940	0
72947	0
72957	0
72982	0
72993	0
72997	0
73009	0
73029	0
73032	0
73036	0
73059	0
73061	0
73067	0
73075	0
73076	0
73080	0
73083	0
73106	0
73122	0
73139	0
73141	0
73164	0
73171	0
73173	0
73199	0
73204	0
73205	1
73206	0
73222	0
73232	0
73236	0
73242	0
73277	1
73298	0
73306	0
73315	0
73327	0
73329	0
73341	0
73358	1
73359	0
73363	0
73366	1
73378	0
73404	1
73406	0
73407	0
73418	0
73420	0
73443	0
73446	0
73451	0
73458	1
73461	0
73463	0
73474	1
73489	0
73498	0
73499	0
73506	0
73510	0
73513	0
73527	0
73532	0
73555	0
73561	0
73568	0
73577	0
73587	0
73590	1
73604	0
73620	0
73628	0
73639	1
73650	0
73670	0
73689	0
73700	0
73713	0
73717	0
73732	1
73747	0
73751	0
73755	0
73765	1
73774	0
73780	0
73796	0
73828	0
73833	0
73843	0
73854	0
73863	0
73865	0
73866	1
73867	0
73868	1
73869	0
73875	0
73883	1
73913	0
73918	0
73932	0
73951	1
73954	0
73964	0
74002	0
74012	0
74028	1
74051	0
74057	0
74068	0
74071	0
74087	0
74089	0
74095	1
74108	0
74126	0
74173	0
74176	0
74183	0
74199	0
74207	1
74216	1
74222	0
74234	0
74236	0
74239	0
74250	0
74252	0
74254	0
74288	1
74301	0
74310	0
74312	0
74315	0
74316	0
74324	0
74326	0
74344	0
74363	1
74367	0
74371	1
74401	1
74407	0
74429	0
74438	1
74446	0
74452	1
74462	0
74469	0
74473	0
74487	1
74489	1
74507	0
74535	0
74556	0
74584	1
74598	0
74603	0
74618	0
74620	0
74678	0
74703	0
74707	0
74708	0
74722	0
74726	0
74750	0
74752	0
74775	0
74806	0
74809	0
74822	0
74827	0
74846	0
74847	0
74856	0
74872	1
74880	1
74896	1
74900	0
74906	1
74933	0
74949	0
74961	0
74962	0
74981	0
75002	0
75012	0
75019	0
75021	0
75029	1
75031	0
75036	0
75044	1
75062	0
75082	0
75090	1
75104	0
75169	0
75178	0
75180	1
75184	1
75188	0
75202	0
75213	0
75217	0
75218	0
75248	0
75254	0
75256	0
75268	0
75318	1
75328	0
75332	0
75345	0
75351	0
75359	0
75367	0
75373	1
75376	0
75394	0
75403	0
75410	0
75412	1
75423	1
75426	0
75429	0
75430	0
75441	0
75447	1
75453	0
75456	0
75489	0
75496	0
75498	0
75501	0
75503	0
75518	1
75519	1
75523	0
75524	0
75535	0
75559	0
75565	0
75573	0
75584	0
75590	1
75599	1
75603	1
75616	1
75617	0
75624	0
75625	0
75628	0
75638	0
75640	0
75653	0
75670	0
75672	0
75674	0
75676	1
75706	0
75719	0
75723	0
75752	0
75759	1
75766	0
75769	0
75771	0
75774	0
75779	0
75780	0
75797	1
75798	0
75812	0
75822	0
75826	0
75836	0
75861	0
75862	0
75864	1
75868	0
75887	0
75892	0
75894	1
75913	0
75922	1
75924	0
75931	1
75934	0
75937	0
75940	1
75956	0
75962	0
75965	0
75985	0
75987	1
75993	1
76023	0
76047	0
76050	0
76056	0
76062	0
76067	0
76097	0
76102	1
76109	0
76117	0
76144	0
76151	0
76169	0
76184	0
76195	0
76204	1
76222	0
76237	0
76244	0
76256	1
76270	0
76295	0
76307	0
76308	0
76328	0
76338	0
76385	0
76388	0
76389	0
76395	0
76397	1
76414	0
76422	0
76433	0
76454	0
76455	0
76458	0
76470	0
76475	0
76477	0
76482	1
76515	1
76528	0
76530	0
76539	0
76563	0
76575	0
76586	0
76589	0
76596	0
76598	0
76610	0
76613	0
76621	0
76666	1
76681	0
76698	0
76699	0
76700	0
76704	0
76705	0
76713	0
76718	0
76719	0
76721	0
76723	0
76743	0
76746	0
76747	0
76764	0
76769	1
76776	1
76791	0
76801	0
76815	0
76842	0
76866	0
76919	0
76927	0
76930	0
76948	1
76959	0
76977	0
76978	0
76980	0
76982	0
76984	1
76992	0
76997	0
77005	0
77027	1
77051	0
77052	1
77055	0
77058	0
77080	0
77086	0
77089	0
77091	1
77103	0
77105	0
77106	0
77127	0
77138	0
77139	0
77179	0
77187	1
77195	0
77223	0
77224	1
77252	0
77257	0
77260	0
77268	0
77269	0
77276	0
77280	0
77286	0
77294	1
77316	0
77317	0
77319	1
77330	0
77355	1
77360	0
77370	0
77371	1
77401	0
77414	0
77472	0
77505	0
77511	0
77516	1
77525	1
77532	0
77538	0
77564	1
77565	0
77591	0
77615	0
77623	0
77631	0
77640	0
77651	0
77661	0
77663	1
77680	0
77683	0
77694	1
77695	0
77696	1
77713	1
77718	0
77724	0
77728	0
77734	0
77741	0
77754	0
77756	0
77766	0
77775	0
77780	0
77786	1
77811	0
77814	1
77824	0
77826	0
77859	1
77878	0
77913	0
77915	0
77925	0
77928	1
77946	0
77949	0
77953	0
77955	0
77974	0
78003	0
78026	0
78039	0
78044	0
78048	0
78049	0
78067	0
78068	0
78089	0
78112	0
78130	0
78139	0
78157	0
78159	0
78167	0
78171	0
78180	0
78185	0
78188	0
78189	0
78195	1
78198	1
78204	0
78224	0
78254	0
78259	0
78265	0
78267	0
78296	0
78298	1
78318	0
78326	0
78330	1
78361	0
78395	0
78397	1
78400	0
78402	0
78403	0
78414	0
78429	0
78440	0
78443	1
78456	0
78475	0
78479	0
78495	0
78503	0
78518	0
78520	1
78530	0
78533	0
78550	1
78574	1
78575	0
78583	0
78595	0
78609	0
78617	1
78649	0
78652	0
78658	0
78663	0
78676	1
78692	0
78709	1
78725	1
78731	0
78738	0
78748	0
78754	0
78780	0
78784	0
78792	1
78814	0
78823	0
78831	0
78834	1
78853	0
78870	1
78877	0
78883	1
78890	0
78919	0
78951	0
78984	0
79001	0
79010	0
79019	0
79025	0
79033	0
79034	0
79043	0
79073	0
79078	0
79130	1
79132	0
79159	0
79166	0
79178	0
79185	1
79191	0
79206	0
79207	0
79216	1
79235	0
79253	0
79254	0
79275	1
79282	0
79284	1
79289	1
79293	0
79316	0
79327	0
79338	0
79344	1
79347	0
79357	0
79364	0
79382	0
79394	0
79425	0
79434	0
79435	1
79441	0
79458	0
79493	1
79513	1
79527	0
79533	0
79536	0
79542	0
79549	0
79552	0
79559	0
79561	0
79563	0
79568	0
79599	1
79600	0
79601	1
79613	0
79620	0
79631	1
79633	0
79644	0
79672	0
79675	0
79677	0
79682	1
79684	0
79696	1
79724	0
79731	0
79744	0
79746	0
79752	0
79753	0
79762	0
79763	0
79777	0
79808	1
79810	1
79811	0
79813	0
79837	0
79860	1
79865	0
79867	1
79880	0
79890	0
79898	1
79907	1
79932	0
79946	1
79962	0
79967	0
80000	0
80001	0
80005	0
80016	0
80025	0
80049	0
80056	0
80068	0
80082	0
80101	0
80120	1
80144	0
80146	0
80158	0
80159	0
80188	1
80202	1
80241	0
80246	0
80253	0
80265	1
80287	1
80300	0
80319	0
80328	0
80335	0
80343	0
80347	0
80350	1
80357	0
80363	0
80368	0
80369	0
80370	0
80371	0
80375	0
80378	0
80402	0
80403	1
80410	0
80420	0
80423	0
80430	1
80432	0
80440	0
80454	1
80464	0
80471	1
80476	0
80502	0
80514	0
80522	0
80540	0
80554	0
80559	0
80566	0
80576	0
80580	0
80581	0
80593	0
80605	0
80648	0
80672	0
80688	0
80701	0
80714	0
80741	1
80743	0
80746	0
80829	0
80834	0
80841	0
80856	0
80866	0
80870	0
80890	0
80935	0
80950	0
80959	1
80966	0
80978	0
80986	0
80987	0
80990	0
80993	0
81004	0
81014	0
81025	0
81027	0
81028	0
81043	0
81046	1
81047	0
81062	1
81067	0
81086	0
81100	0
81109	1
81116	0
81128	1
81143	0
81153	0
81190	0
81198	0
81199	0
81201	0
81203	0
81218	0
81256	0
81261	1
81271	0
81286	0
81301	0
81305	0
81322	1
81328	0
81375	0
81393	0
81403	0
81415	0
81421	0
81424	0
81442	0
81443	0
81445	0
81449	1
81479	0
81482	0
81487	0
81503	0
81508	0
81511	0
81522	0
81542	1
81543	0
81545	1
81568	0
81574	0
81583	0
81585	0
81587	0
81602	0
81606	0
81621	0
81626	0
81638	0
81642	0
81648	1
81678	0
81680	0
81697	0
81710	0
81722	0
81734	1
81749	0
81758	0
81760	0
81764	1
81770	0
81783	0
81793	0
81794	0
81801	0
81802	1
81829	0
81841	1
81858	1
81867	0
81880	0
81904	0
81918	0
81924	0
81926	0
81929	0
81934	0
81943	0
81945	0
81985	1
82006	0
82013	0
82024	0
82042	0
82049	1
82063	0
82093	1
82100	0
82124	0
82154	1
82159	0
82162	0
82163	0
82164	0
82165	1
82180	0
82183	0
82189	1
82198	1
82225	0
82250	0
82275	0
82278	0
82294	0
82295	1
82311	0
82325	0
82331	0
82334	0
82349	0
82351	0
82358	0
82371	0
82380	0
82390	1
82398	0
82410	0
82413	0
82416	1
82420	0
82429	1
82437	0
82443	0
82472	0
82482	0
82484	0
82504	0
82507	0
82518	1
82531	1
82532	0
82539	0
82551	0
82557	0
82575	0
82584	1
82594	1
82597	1
82602	0
82605	0
82607	0
82625	1
82633	0
82643	0
82654	0
82672	0
82680	1
82684	0
82690	0
82698	0
82700	1
82720	1
82722	0
82739	0
82751	0
82752	1
82769	0
82790	0
82792	0
82793	0
82794	1
82801	0
82804	0
82810	0
82818	0
82831	0
82834	0
82856	0
82859	0
82871	0
82891	0
82903	0
82928	1
82944	0
82957	0
82960	0
82961	0
82972	1
83006	1
83017	0
83041	0
83042	0
83054	0
83073	0
83078	1
83080	0
83100	0
83101	1
83114	0
83119	0
83125	0
83137	0
83145	0
83173	0
83179	0
83181	0
83189	1
83218	0
83225	0
83233	0
83268	0
83277	0
83279	0
83285	1
83286	0
83299	0
83302	1
83304	0
83325	0
83348	0
83351	0
83372	0
83378	1
83393	0
83397	0
83411	1
83424	1
83425	1
83429	1
83436	1
83445	0
83452	0
83464	1
83489	0
83496	0
83504	0
83505	1
83512	0
83517	0
83519	1
83521	0
83527	1
83536	0
83541	0
83543	0
83560	0
83561	1
83599	0
83606	0
83610	0
83614	0
83624	1
83656	0
83662	0
83695	0
83698	1
83700	0
83722	0
83735	0
83745	0
83755	0
83761	0
83767	1
83811	1
83821	0
83830	0
83831	1
83839	1
83840	0
83872	0
83885	0
83889	0
83902	0
83906	0
83913	1
83914	0
83920	0
83923	0
83976	0
84008	0
84013	0
84028	0
84035	0
84051	0
84067	0
84074	0
84114	1
84123	0
84150	1
84153	0
84163	0
84168	1
84188	1
84197	0
84200	0
84209	1
84230	1
84242	0
84248	1
84274	0
84297	1
84299	0
84313	0
84314	0
84321	0
84344	0
84349	0
84350	0
84362	0
84368	1
84372	0
84377	0
84389	1
84408	0
84431	0
84434	0
84437	0
84441	0
84449	0
84459	0
84493	1
84499	1
84505	0
84507	0
84524	0
84532	0
84536	0
84541	0
84543	0
84555	0
84564	0
84565	1
84568	0
84574	0
84577	0
84587	0
84595	0
84602	0
84616	0
84617	1
84636	0
84649	0
84651	0
84654	0
84667	0
84678	0
84680	1
84685	0
84704	0
84712	0
84716	0
84724	0
84731	0
84737	0
84743	1
84774	1
84784	0
84797	1
84816	0
84826	1
84849	0
84863	0
84870	0
84874	0
84875	0
84876	0
84885	0
84892	0
84897	0
84912	0
84930	0
84945	0
84964	0
84974	0
84978	0
84985	0
84992	0
85000	1
85032	0
85041	0
85042	0
85057	0
85088	0
85091	1
85099	1
85101	0
85115	0
85117	1
85121	0
85122	1
85134	0
85141	0
85151	0
85173	0
85175	1
85187	0
85201	0
85205	0
85246	1
85264	0
85265	0
85270	0
85278	0
85288	0
85296	0
85297	0
85308	0
85319	0
85333	0
85335	0
85336	0
85341	1
85351	0
85354	0
85356	1
85366	1
85369	0
85372	0
85380	0
85402	0
85403	0
85411	1
85414	0
85422	0
85426	1
85429	0
85443	0
85467	0
85477	0
85480	0
85485	0
85494	0
85511	0
85533	0
85548	0
85577	0
85578	0
85581	0
85587	0
85597	0
85628	0
85632	0
85649	0
85680	0
85690	0
85705	1
85709	0
85719	0
85724	0
85751	0
85770	0
85775	1
85779	0
85782	0
85790	0
85800	0
85802	1
85803	0
85818	0
85819	0
85820	0
85825	0
85827	0
85833	0
85840	0
85842	0
85881	0
85902	0
85907	0
85908	0
85927	0
85932	1
85966	0
85983	0
85985	0
85989	0
85998	1
86003	0
86023	0
86025	1
86049	0
86055	0
86074	1
86096	0
86112	0
86115	0
86129	0
86133	0
86134	0
86156	0
86173	0
86176	1
86185	1
86202	0
86206	1
86233	1
86236	0
86242	0
86245	0
86263	1
86267	1
86276	1
86303	0
86322	1
86326	0
86327	0
86360	0
86364	0
86388	1
86399	0
86410	0
86428	0
86434	1
86435	0
86458	0
86470	0
86496	0
86505	0
86513	0
86519	0
86520	1
86546	0
86548	0
86565	0
86569	0
86576	0
86583	0
86595	0
86614	1
86623	1
86645	0
86646	0
86653	0
86656	1
